epoch,iou_score,loss,val_iou_score,val_loss
0,0.2953333258628845,0.74769127368927,0.329659640789032,0.7033820748329163
1,0.3442443311214447,0.6633586883544922,0.29869207739830017,0.6728867888450623
2,0.3339889943599701,0.5824887752532959,0.3289857804775238,0.5885593295097351
3,0.353145956993103,0.5578632354736328,0.3397686183452606,0.5763485431671143
